message,label
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Remote ID error. Connect to network to obtain mobile device location. Flying without broadcasting required remote ID messages may violate local regulations,Low
Camera Settings Adjusted to ActiveTrack,Normal
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
No SD card. Insert card,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Home Point Updated.,Normal
Extra payload detected. Max altitude set to nnn and max distance set to nnn to ensure flight safety,Low
Unable to take off in low light environment. Ensure there are no metal and magnetic objects near the aircraft and calibrate compass,Low
"Not Allowed to change Aircraft Mode. If needed, enable it in Main Controller Settings",Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Taking off.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Tap the screen lightly to focus.,Normal
Precision Landing,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Landing Gear Raising.,Normal
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Critical low battery. Aircraft returning to home,Medium
GPS Position Mismatch.,Medium
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
GPS Position Mismatch.,Medium
Home Point recorded. Return-to-Home Altitude : 98FT,Normal
High wind velocity. Fly with caution.,Medium
Drag a box around or tap a target on screen. Then tap Go.,Normal
Landing Gear Raising.,Normal
Battery level low. Charge battery,Medium
Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Battery cells undervoltage,Medium
Starting Smart Track,Normal
Cannot takeoff. Ensure the aircraft battery is properly connected,Medium
Cache Space Full,Medium
Data Recorder File Index is 7.,Normal
Landing Gear Lowered.,Normal
Aircraft unable to return to home automatically. Lower altitude immediately and return to home manually,Medium
Motors Started.,Normal
Cannot enter the selected flight mode. Try again later.,Medium
Tap the screen lightly to focus.,Normal
Home Point Updated.,Normal
Your palm is too far away from the aircraft. Please step closer.,Low
GPS Position Mismatch.,Medium
Subject too Small. Get Closer and retry,Low
Lighting environment too dark. Vision System unavailable. Fly with caution,Low
ActiveTrack Flight Ended: Control Signal Timeout (RC),Medium
Large Wind Velocity. Fly with caution.,Medium
Attitude is too large.,Low
GPS Position Mismatch.,Medium
Downlink Lost.,Low
Precision Landing. Correcting Landing Position.,Normal
GPS Position Mismatch.,Medium
Pano shooting completed. The sky part is filled automatically,Normal
Capture Failed The aircraft is moving. Cannot shoot panorama,Low
Yaw Error.,Low
Return-to-Home Altitude : 98FT,Normal
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
Strong Interference. Fly with caution.,Low
Landing Gear Lowered.,Normal
Attitude is too large.,Low
Abnormal compass function or GPS signal detected. Aircraft switched to ATTI mode,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Downlink Restored (after 0m 0.9s).,Normal
Low power. Returning home.,Medium
GPS Position Mismatch.,Medium
Color display in the Liveview has been enhanced. Videos and photos will still be shot in D-Log mode,Normal
Forward Obstacle Sensing is not functioning. Ambient Light is too weak,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Precision Landing,Normal
Landing Gear Lowering.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Remote controller in high interference environment. Manually adjust flight route or return to home,Medium
Home Point Updated.,Normal
Upward Obstacle Detected,Low
GPS Position Mismatch.,Medium
Exited Visual Avoidance System.,Normal
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Aircraft is close to the Home Point. Initiating Return to Home will now trigger Auto Landing.,Normal
Payload mode enabled. Max altitude set to nnn and max distance set to nnn. Fly in a wind-free environment to ensure flight safety,Low
Taking Off.,Normal
Attitude is too large.,Low
Your aircraft is at the boundary of an Altitude Zone. Please fly away or land with caution,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Camera Settings Adjusted to ActiveTrack,Normal
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
Home Point Recorded. RTH Altitude : 30m.,Normal
Landing Gear Raising.,Normal
Downlink Lost.,Low
Aircraft switched to ATTI mode,Normal
Landing Gear Lowered.,Normal
High wind velocity. Fly with caution.,Medium
Cannot start Return to Home due to weak GPS signal,Medium
GPS Position Mismatch.,Medium
Your aircraft is flying in an Altitude Zone (nnn). Please fly with caution,Low
GPS Position Mismatch.,Medium
In Flight.,Normal
Braking now! Return sticks to midpoints first.,Low
Aircraft is returning to the Home Point. Minimum RTH Altitude is 98ft. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Landing Gear Lowering.,Normal
Strong wireless interference. Please fly with caution.,Low
SD card write speed is too slow. Not suitable for shooting a 4K video.,Low
Gimbal Pitch Limit Reached.,Low
Propeller Fell Off,High
Aircraft is entering a restricted area,High
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
Precision Landing. Rectifying aircraft position.,Normal
Satellite positioning off. Fly with Caution.,Low
Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,Low
Correcting Landing Position,Normal
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
SD card write speed is too slow. Not suitable for shooting a 4K video.,Low
Your aircraft is at the boundary of an Authorization Zone. Please fly away with caution,Low
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
ActiveTrack Flight Stopped Aircraft Entering Restricted Area,High
Obstacle Avoided. Revise Flight Route,Medium
GPS Position Mismatch.,Medium
Taking Off.,Normal
GPS Position Mismatch.,Medium
Tip: Only the first camera can tap-zoom in dual gimbal control mode,Normal
Precision Landing. Rectifying aircraft position.,Normal
GPS Position Mismatch.,Medium
Check whether the propellers are attached to the correct motors based on their markings. Incorrect installation will cause the aircraft to roll over during takeoff,Normal
Strong Interference Detected. Be careful when flying long distances.,Low
Low Power. Aircraft is returning to the Home Point.,Medium
Rectifying aircraft position,Normal
GPS Position Mismatch.,Medium
Auto landing initiated,Normal
Auxiliary Bottom Light turned off,Normal
GPS Position Mismatch.,Medium
Landing Gear Lowering.,Normal
Drag a box around or tap a target on screen. Then tap Go.,Normal
Aircraft flight control obtained by remote controller A,Normal
Propulsion output has been limited to ensure battery health.,Normal
Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,Medium
Account not logged in. Flight altitude and distance restricted to nnn and nnn. Check and log in,Low
Taking Off.,Normal
Strong Interference Detected. Be careful when flying long distances.,Low
Cannot track subject: Gimbal Tilt too Large,Low
Home Point Updated.,Normal
Switched to P (Positioning)-mode.,Normal
Home Point Updated.,Normal
Cannot Takeoff in Travel Mode. Exit Travel Mode.,Low
"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",Normal
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Precision Landing. Rectifying aircraft position.,Normal
Landing Gear Raised.,Normal
"Home Point Recorded, Return-to-Home Altitude : 98FT",Normal
Data Recorder File Index is 4.,Normal
Home Point Updated.,Normal
Forward Obstacle Sensing not Responding,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Precision Landing. Correcting Landing Position.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Restart aircraft,Normal
Aircraft entered Fixed-Wing Mode. Current flight speed is nnn. Press C2 to exit,Low
GPS Position Mismatch.,Medium
Cannot enter ActiveTrack. Ambient Light is too weak,Low
Low Power. Aircraft is returning to the Home Point.,Medium
GPS Position Mismatch.,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Return-to-Home Altitude : 65FT,Normal
Strong Interference to Aircraft. Signal interruption may be more likely. Fly with caution.,Low
"Home Point Recorded, Return-to-Home Altitude : 98FT",Normal
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
The aircraft is flying back to the start point,Normal
Landing Gear Paused.,Normal
GPS signal low. Aircraft unable to auto hover and takeoff restricted. Move to environment with adequate light. Unlocking takeoff restrictions not recommended,Medium
Aircraft processor chip overheated. Power off aircraft and wait for temperature to return to normal,High
GPS Position Mismatch.,Medium
Precision Landing. Correcting Landing Position.,Normal
Taking Off.,Normal
GPS Position Mismatch.,Medium
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
RTH : Preascending.,Normal
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
Returning to the Home Point,Normal
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Motor idle. Check whether propellers are installed,Normal
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Image transmission signal lost,Medium
GPS Position Mismatch.,Medium
Large Wind Velocity. Fly with caution.,Medium
Large Wind Velocity. Fly with caution.,Medium
GPS Position Mismatch.,Medium
Home Point Recorded.,Normal
Ground Plain. Safe to Land.,Normal
Attitude is too large.,Low
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Data Recorder File Index is 3.,Normal
GPS Position Mismatch.,Medium
Remote controller disconnected from aircraft,Low
Large Wind Velocity.,Medium
GPS Position Mismatch.,Medium
Weak signal. Make sure the remote controller is facing aircraft and avoid blocking the signal,Low
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Landing Gear Raised.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Home Point Updated.,Normal
Downlink Restored (after 0m 1.1s).,Normal
"Tip: When multi-gimbals are controlled together, only the first gimbal spotlight feature is available",Normal
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
Landing Gear Lowering.,Normal
Rectifying aircraft position,Normal
Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Taking Off.,Normal
Downlink Lost.,Low
Strong wireless interference. Please fly with caution.,Low
Attitude is too large.,Low
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Yaw Error.,Low
Obstacle Avoided. Revise Flight Route,Medium
Aircraft is flying back to the start point,Normal
Aircraft out of Range,Medium
GPS Position Mismatch.,Medium
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Return-to-Home Altitude : 65FT,Normal
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
Yaw Error.,Low
Set Flight Mode to GPS to fly safe,Normal
Drag a box around or tap a target on screen. Then tap Go.,Normal
Set Flight Mode to GPS to fly safe,Normal
GPS Position Mismatch.,Medium
Home Point Recorded. RTH Altitude : 30m.,Normal
Capture Failed Cannot enter Pano mode,Low
Aircraft is returning to the Home Point. RTH Altitude is nnn. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary,Normal
GPS Position Mismatch.,Medium
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Low Power. Aircraft is returning to the Home Point.,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Strong Remote Controller Interference.,Medium
Camera Settings Adjusted to ActiveTrack,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Data Recorder File Index is 7.,Normal
Cannot takeoff in a no-fly zone,Low
Landing Gear Lowering.,Normal
Precision Landing. Rectifying aircraft position.,Normal
Remote controller assisted takeoff initiated.,Normal
Altitude above the takeoff point exceeds nnn. Always fly in compliance with altitude limitations,Low
Home Point Recorded. RTH Altitude : 30m.,Normal
GPS Position Mismatch.,Medium
Auxiliary Bottom Light set to automatic mode,Normal
Your palm is too far away from the aircraft. Please step closer.,Low
"Low power, please replace the battery",Medium
Critical low battery voltage,Medium
Remote controller assisted takeoff initiated.,Normal
Strong Interference Detected. Be careful when flying long distances.,Low
Strong wireless interference. Please fly with caution.,Low
Obstacle Avoided. Revise Flight Route,Medium
Landing.,Normal
GPS Position Mismatch.,Medium
Data Recorder File Index is 45.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Ground Plain. Safe to Land.,Normal
GPS Position Mismatch.,Medium
Gimbal Roll Limit Reached.,Low
Switched to S (Sport)-mode.,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Home Point Recorded.,Normal
GPS Position Mismatch.,Medium
Precision Landing. Correcting Landing Position.,Normal
GPS Position Mismatch.,Medium
Flight Mode Set to Attitude,Normal
Descending. Exited Visual Avoidance System,Normal
Landing Gear Raised.,Normal
GPS Position Mismatch.,Medium
Tap the screen lightly to focus.,Normal
Aircraft not in flight. Vision system and obstacle sensing unavailable,Low
Take off in P-Mode,Normal
Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.,Normal
Cannot enable Intelligent Flight Mode: Low Battery,Medium
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
Insufficient SD card space. Change card or delete files,Low
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
The remaining battery is only enough for RTH. Return home now.,Medium
Forward Obstacle Sensing not Responding,Low
Tap the screen lightly to focus.,Normal
The remaining battery is only enough for RTH. Return home now.,Medium
"Critically Low Voltage Warning Land as soon as possible, otherwise the battery will be damaged",Medium
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
Precision Landing. Rectifying aircraft position.,Normal
Data Recorder File Index is 21.,Normal
The remaining battery is only enough for RTH. Return home now.,Medium
Landing Gear Raising.,Normal
Switched to T (Tripod)-mode.,Normal
Yaw Error.,Low
Landing Gear Raising.,Normal
Home Point Updated.,Normal
Aircraft ActiveTrack max speed of nnn. Left and right Obstacle Sensing systems are available,Medium
Obstacle Avoidance will be disabled in landing.,Normal
Motor nnn stalled. Land aircraft immediately,High
Precision Landing,Normal
Downlink Restored (after 0m 1.1s).,Normal
GPS Position Mismatch.,Medium
Forward Obstacle Sensing is not functioning.,Low
GPS Position Mismatch.,Medium
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,Normal
Tap the screen lightly to focus.,Normal
Strong wireless interference. Please fly with caution.,Low
Home Point Updated.,Normal
GPS Position Mismatch.,Medium
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Precision Landing. Rectifying aircraft position.,Normal
Compass Error. Compass Error. Compass disconnected,Low
Obstacle Avoidance will be disabled in landing.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Obstacle Avoidance will be disabled in landing.,Normal
GPS Position Mismatch.,Medium
Aircraft is now following you.,Normal
GPS Position Mismatch.,Medium
Braking now! No use to move the stick right. Avoid the obstacle,Low
GPS Position Mismatch.,Medium
Large Wind Velocity.,Medium
Aircraft in Restricted Zones. Check map to find Recommended Zones,High
Command Failed,Medium
GPS Position Mismatch.,Medium
Weak signal. Adjust antenna and avoid signal block.,Medium
Backward Obstacle Sensing is not functioning.,Low
Cannot Enter TapFly Cannot fly in that direction,Low
Critical Low Battery,Medium
Aircraft out of Range,Medium
Downlink Lost.,Low
Data Recorder File Index is 5.,Normal
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
Min Waypoint Distance: nnn,Normal
Obstacle Avoidance will be disabled in landing.,Normal
Set Flight Mode to GPS to fly safe,Normal
EMMC is full,Medium
Taking Off.,Normal
Home Point Updated.,Normal
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
GPS Position Mismatch.,Medium
Critical low battery. Return to home or land promptly,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
Home Point Recorded.,Normal
Downlink Restored (after 0m 1s).,Normal
RTH : Ascending to RTH altitude.,Normal
Ground Plain. Safe to Land.,Normal
Precision Landing. Rectifying aircraft position.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
RTH Altitude : 65FT.,Normal
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Home Point Recorded.,Normal
Strong Interference. Fly with caution.,Low
GPS Position Mismatch.,Medium
Obstacle Avoidance disabled.,Normal
Aircraft is in Tripod Mode. Exit this mode and try again,Normal
GPS Position Mismatch.,Medium
Home Point Recorded. RTH Altitude : 30m.,Normal
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
Home Point Recorded.,Normal
GPS Position Mismatch.,Medium
Home Point Recorded. RTH Altitude : 30m.,Normal
Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,Low
IMU attitude restricted. Ensure aircraft is level,Medium
Aircraft GPS signal too weak. Home Point not updated,Medium
GPS Position Mismatch.,Medium
Home Point Updated.,Normal
Strong Interference. Fly with caution.,Low
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Right Dial Locked. Lightly press to adjust.,Low
Home Point recorded. Return-to-Home Altitude : 98FT,Normal
GPS Position Mismatch.,Medium
Critically Low Power. Aircraft Landing. Throttle up to reduce the speed of descent and use sticks to avoid obstacles,Medium
Data Recorder File Index is 13.,Normal
GPS Position Mismatch.,Medium
Arrived at destination,Normal
Large Wind Velocity.,Medium
Downward sensor error. Aircraft unstable at low altitude. Please fly with caution,High
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Precision Landing. Rectifying aircraft position.,Normal
Auto Landing in nnn(s),Normal
Taking Off.,Normal
Landing.,Normal
Strong Interference Detected. Be careful when flying long distances.,Low
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Capture Failed The gimbal is moving. Cannot shoot panorama,Low
"Ambient Light too Weak, Backward obstacle sensing is unavailable. please ensure safety during the flight",Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
Satellite positioning off. Fly with Caution.,Low
Battery overheating. Stop flying and wait for battery temperature to return to normal,Medium
GPS Position Mismatch.,Medium
Critically low power. Aircraft is landing,Medium
Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.,Low
Taking Off.,Normal
Tap the screen lightly to focus.,Normal
Set Flight Mode to GPS to fly safe,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Failed to lower or pack up landing gear. Take care of your gimbal when landing,Medium
Satellite positioning off. Fly with Caution.,Low
GPS Position Mismatch.,Medium
Advanced RTH Image Transmission Recovered. Aircraft is returning home,Normal
Strong wind. Fly with caution,Medium
Home Point Updated.,Normal
"Home Point Recorded, Return-to-Home Altitude : 98FT",Normal
Sprayer turned ON,Normal
Subject too Small. Get Closer and retry,Low
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary,Low
Manned aircraft too close. Fly at a safe altitude,Medium
Approaching NFZ or pre-set distance limit of (nnn). Revise Flight Route,Medium
Yaw Error.,Low
Strong Remote Controller Interference.,Medium
Manned aircraft approaching. Fly at a safe altitude,Medium
GPS Position Mismatch.,Medium
Your palm is too far away from the aircraft. Please step closer.,Low
Manned aircraft detected nearby. Fly with caution,Medium
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
GPS Position Mismatch.,Medium
Extra payload detected. Return aircraft to an area nearby the home point promptly and fly in a wind-free environment to ensure flight safety,Low
Precision Landing. Rectifying aircraft position.,Normal
Flight Mode Set to Attitude,Normal
Remote controller assisted takeoff initiated.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Exited Cruise Control mode,Normal
Aircraft out of Range,Medium
In Flight.,Normal
Landing.,Normal
Landing Gear Lowering.,Normal
Aircraft in high interference environment. Fly with caution,Low
GPS Position Mismatch.,Medium
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
Attitude is too large. Backward Obstacle Sensing is not functioning.,Low
Strong wireless interference. Please fly with caution.,Low
Landing Gear Paused.,Normal
Attitude is too large.,Low
Downlink Lost.,Low
In Flight.,Normal
GPS Position Mismatch.,Medium
Take off in P-Mode,Normal
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Obstacle Avoidance will be disabled in landing.,Normal
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,Normal
Approaching a No-Fly Zone. RTH may be affected. Fly with caution,Medium
Strong Interference. Fly with caution.,Low
Downlink Restored (after 0m 1.4s).,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
High wind velocity. Fly with caution.,Medium
Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary,Low
Braking now! Return sticks to midpoints first.,Low
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Color display in Liveview is enhanced. Videos and photos will still be shot in D-Log mode,Normal
Obstacle Avoided. Revise Flight Route,Medium
Strong Interference Detected. Be careful when flying long distances.,Low
Data Recorder File Index is 7.,Normal
GPS Position Mismatch.,Medium
"Check whether propellers are installed correctly. If the propellers are installed correctly and the aircraft still cannot takeoff, a motor error may exist. Contact DJI Support for assistance",Low
Battery: Battery Error. Return home and land soon. View the checklist after landing,Medium
Forward Obstacle Sensing is not functioning.,Low
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
GPS Position Mismatch.,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
The remaining battery is only enough for RTH. Return home now.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Remote controller assisted takeoff initiated.,Normal
Home Point Recorded.,Normal
Extra payload detected. Max altitude and distance set. Fly with caution,Low
The remaining battery is only enough for RTH. Return home now.,Medium
Your palm is too far away from the aircraft. Please step closer.,Low
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Subject too Small. Get Closer and retry,Low
Drag a box around or tap a target on screen. Then tap Go.,Normal
RTH Altitude : 65FT.,Normal
Cannot exit ActiveTrack,Low
Landing Gear Raised.,Normal
GPS Position Mismatch.,Medium
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
Landing Gear Lowering.,Normal
Landing Gear Lowered.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Yaw Error.,Low
Return-to-Home Altitude : 98FT.,Normal
Downlink Lost.,Low
GPS Position Mismatch.,Medium
Obstacle Avoidance will be disabled in landing.,Normal
Landing.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Extended flight distance detected. Always maintain visual line of sight unless otherwise authorized,Low
Landing Gear Raising.,Normal
GPS Position Mismatch.,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
GPS Position Mismatch.,Medium
Satellite positioning off. Fly with Caution.,Low
Aircraft out of Range,Medium
Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,Medium
GPS Position Mismatch.,Medium
Aircraft too Far. Cannot enter Follow Me Mode,Low
Aircraft out of Range,Medium
Unable to take off,Low
Data Recorder File Index is 57.,Normal
GPS Position Mismatch.,Medium
Take off and retry this function.,Normal
Take off in P-Mode,Normal
Attitude is too large.,Low
RTH : Heading alignment.,Normal
Incompatible firmware version. Go to Profile > Settings to update firmware,High
Downlink Lost.,Low
Precision Landing. Rectifying aircraft position.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Taking Off.,Normal
Braking now! Return sticks to midpoints first.,Low
GPS Position Mismatch.,Medium
Satellite positioning off. Fly with Caution.,Low
Data Recorder File Index is 13.,Normal
GPS Position Mismatch.,Medium
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Backward ambient light too low. Backward obstacle avoidance unavailable. Only infrared sensors available. Fly with caution,Low
Your aircraft has entered a Warning Zone (Class D). Please fly with caution.,Low
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
GPS Position Mismatch.,Medium
Precision Landing,Normal
GPS Position Mismatch.,Medium
Obstacle Avoided. Revise Flight Route,Medium
Aircraft out of Range,Medium
Cannot track subject: Subject too Small. Get Closer and retry,Low
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
GPS Position Mismatch.,Medium
Capture Failed Stick movement detected. Panorama has stopped,Low
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
GPS Position Mismatch.,Medium
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
Remote controller assisted takeoff initiated.,Normal
Cannot track subject: Subject too Large. Move Away and retry,Low
Compass interference. Please move the aircraft away from potential interference source or calibrate the compass,Low
Strong wireless interference. Please fly with caution.,Low
Rectifying aircraft position,Normal
"Home Point Recorded, Return-to-Home Altitude : 98FT",Normal
Warning: Command Timeout,Medium
GPS Position Mismatch.,Medium
Max Altitude Approached. Wait for the GPS satellite signal recovery before ascend,Medium
Waypoint Mission Start,Normal
Strong wireless interference. Please fly with caution. Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,Low
Landing Gear Raising.,Normal
GPS Position Mismatch.,Medium
Aircraft propulsion system error. Forced landing. Manually control the aircraft and land in an open area,High
RTH : Ascending to RTH altitude.,Normal
Subject lost. Searching …,Low
Home Point Recorded. RTH Altitude : 30m.,Normal
Locating Landing Point,Normal
Obstacle Avoidance disabled. Fly with caution,Low
GPS Position Mismatch.,Medium
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
Braking now! Return sticks to midpoints first.,Low
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
"During Smart Track, you can control lens zoom within a certain limit",Normal
RTH Altitude : 65FT.,Normal
"Flight control mode error, cannot start recording QuickShot",Medium
Attitude is too large. Forward obstacle sensing is unavailable,Low
Cancel Return-to-Home Failed,Low
GPS Position Mismatch.,Medium
Strong Remote Controller Interference.,Medium
Landing Gear Raising.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Attitude is too large.,Low
"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",Normal
Aircraft in Authorization Zone. Unable to take off before unlocking,High
Camera Settings Adjusted to ActiveTrack,Normal
GPS Position Mismatch.,Medium
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Taking Off.,Normal
"Braking now. Return sticks to midpoints, then continue flying.",Low
Another aircraft is nearby. Fly with caution,Low
Taking Off.,Normal
Strong Remote Controller Interference.,Medium
Reaching maximum altitude...,Medium
Landing Gear Raising.,Normal
Gimbal nnn roll axis endpoint reached,Normal
Maximum Flight Altitude Reached. Adjust altitude in MC Settings if required.,Low
Low power. Returning home.,Medium
PalmControl in Process,Normal
GPS Position Mismatch.,Medium
Large Wind Velocity.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Aircraft antenna satellite signal searching error. Fly with caution,Medium
GPS Position Mismatch.,Medium
Home Point Recorded. RTH Altitude : 30m.,Normal
Yaw Error.,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
